,Facility ID,Facility Name,f_lng,f_lat,Facility Type,Material,Year,Service Area Address,Service Area Coordinates,Tonnage,Direction,Destiny,Facility Region,SA_lat,SA_lng
3464,[28S31],Mill Seat SLF,-77.93719623,43.05490891,Landfill,Fill,2020,Mill Seat SLF,"[43.05490890508963, -77.93719622628197]",8146,Not Applicable,BU (Daily Cover),8,43.05490891,-77.93719623
3465,[28S31],Mill Seat SLF,-77.93719623,43.05490891,Landfill,Fill,2020,Mill Seat SLF,"[43.05490890508963, -77.93719622628197]",200,Not Applicable,BU (Daily Cover),8,43.05490891,-77.93719623
3466,[28S31],Mill Seat SLF,-77.93719623,43.05490891,Landfill,Fill,2020,Mill Seat SLF,"[43.05490890508963, -77.93719622628197]",3,Not Applicable,BU (Daily Cover),8,43.05490891,-77.93719623
3467,[28S31],Mill Seat SLF,-77.93719623,43.05490891,Landfill,Fill,2020,Mill Seat SLF,"[43.05490890508963, -77.93719622628197]",1224,Not Applicable,BU (Daily Cover),8,43.05490891,-77.93719623
3468,[28S31],Mill Seat SLF,-77.93719623,43.05490891,Landfill,Fill,2020,Mill Seat SLF,"[43.05490890508963, -77.93719622628197]",599,Not Applicable,BU (Daily Cover),8,43.05490891,-77.93719623
3469,[28S31],Mill Seat SLF,-77.93719623,43.05490891,Landfill,Fill,2020,Mill Seat SLF,"[43.05490890508963, -77.93719622628197]",228,Not Applicable,BU (Daily Cover),8,43.05490891,-77.93719623
3470,[28S31],Mill Seat SLF,-77.93719623,43.05490891,Landfill,Fill,2020,Mill Seat SLF,"[43.05490890508963, -77.93719622628197]",30807,Not Applicable,BU (Daily Cover),8,43.05490891,-77.93719623
3471,[28S31],Mill Seat SLF,-77.93719623,43.05490891,Landfill,Fill,2020,Mill Seat SLF,"[43.05490890508963, -77.93719622628197]",5898,Not Applicable,BU (Daily Cover),8,43.05490891,-77.93719623
3472,[28S31],Mill Seat SLF,-77.93719623,43.05490891,Landfill,Fill,2020,Mill Seat SLF,"[43.05490890508963, -77.93719622628197]",39,Not Applicable,BU (Daily Cover),8,43.05490891,-77.93719623
3473,[52W204],Our Recycling,-72.96929382,3.660454499,Landfill,General C&D Debris,2019,"Nassau County, NY, USA","[40.6546145, -73.55941279999999]",41002.98,Incoming,Disposed,1,40.6546145,-73.5594128
3474,[52W204],Our Recycling,-72.96929382,3.660454499,Landfill,General C&D Debris,2019,"Suffolk County, NY, USA","[40.9848784, -72.61511689999999]",33066.92,Incoming,Disposed,1,40.9848784,-72.6151169
3475,[52W204],Our Recycling,-72.96929382,3.660454499,Landfill,General C&D Debris,2019,"New York, NY, USA","[40.7127753, -74.0059728]",11639.556,Incoming,Disposed,1,40.7127753,-74.0059728
3476,[52W204],Our Recycling,-72.96929382,3.660454499,Landfill,General C&D Debris,2019,"Staten Island, NY, USA","[40.5795317, -74.1502007]",11639.556,Incoming,Disposed,1,40.5795317,-74.1502007
3477,[52W204],Our Recycling,-72.96929382,3.660454499,Landfill,General C&D Debris,2019,"Kings County, Brooklyn, NY, USA","[40.6528762, -73.95949399999999]",11639.556,Incoming,Disposed,1,40.6528762,-73.959494
3478,[52W204],Our Recycling,-72.96929382,3.660454499,Landfill,General C&D Debris,2019,"Queens, NY, USA","[40.7282239, -73.7948516]",11639.556,Incoming,Disposed,1,40.7282239,-73.7948516
3479,[52W204],Our Recycling,-72.96929382,3.660454499,Landfill,General C&D Debris,2019,"New York, NY, USA","[40.7127753, -74.0059728]",11639.556,Incoming,Disposed,1,40.7127753,-74.0059728
3480,[52W204],Our Recycling,-72.96929382,3.660454499,Landfill,General C&D Debris,2019,"Bronx, NY, USA","[40.8447819, -73.8648268]",11639.556,Incoming,Disposed,1,40.8447819,-73.8648268
3481,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Asbestos,2019,"Albany, NY, USA","[42.6525793, -73.7562317]",0.5,Incoming,Disposed,4,42.6525793,-73.7562317
3482,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Asbestos,2019,"Chemung County, NY, USA","[42.1362071, -76.7798172]",2.84,Incoming,Disposed,4,42.1362071,-76.7798172
3483,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Asbestos,2019,"Clinton County, NY, USA","[44.7904203, -73.6005824]",105.64,Incoming,Disposed,4,44.7904203,-73.6005824
3484,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Asbestos,2019,"Colonie, NY 12205, USA","[42.7178558, -73.83345539999999]",354.84,Incoming,Disposed,4,42.7178558,-73.8334554
3485,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Asbestos,2019,"Columbia County, NY, USA","[42.3678759, -73.55941279999999]",7.97,Incoming,Disposed,4,42.3678759,-73.5594128
3486,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Asbestos,2019,"Colonie, NY 12205, USA","[42.7178558, -73.83345539999999]",9704.27,Incoming,Disposed,4,42.7178558,-73.8334554
3487,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Asbestos,2019,"Dutchess County, NY, USA","[41.7784372, -73.7477857]",11.11,Incoming,Disposed,4,41.7784372,-73.7477857
3488,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Asbestos,2019,"Rensselaer County, NY, USA","[42.673664, -73.55941279999999]",104.37,Incoming,Disposed,4,42.673664,-73.5594128
3489,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Asbestos,2019,"Essex County, NY, USA","[44.0107408, -73.9507728]",76.83,Incoming,Disposed,4,44.0107408,-73.9507728
3490,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Asbestos,2019,"Fulton County, NY, USA","[43.1118737, -74.4994517]",3.19,Incoming,Disposed,4,43.1118737,-74.4994517
3491,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Asbestos,2019,"Greene County, NY, USA","[42.2957321, -74.12399599999999]",87.81,Incoming,Disposed,4,42.2957321,-74.123996
3492,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Asbestos,2019,"Montgomery County, NY, USA","[42.915521, -74.4525627]",59.32,Incoming,Disposed,4,42.915521,-74.4525627
3493,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Asbestos,2019,"Herkimer County, NY, USA","[43.1630587, -74.8741045]",32.86,Incoming,Disposed,4,43.1630587,-74.8741045
3494,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Asbestos,2019,"Rensselaer County, NY, USA","[42.673664, -73.55941279999999]",2167.41,Incoming,Disposed,4,42.673664,-73.5594128
3495,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Asbestos,2019,"Saratoga County, NY, USA","[43.0324245, -73.93598209999999]",495.92,Incoming,Disposed,4,43.0324245,-73.9359821
3496,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Asbestos,2019,"Schenectady County, NY, USA","[42.8493445, -73.98300290000002]",1806.65,Incoming,Disposed,4,42.8493445,-73.9830029
3497,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Asbestos,2019,"Schoharie County, NY, USA","[42.65503349999999, -74.4994517]",3.74,Incoming,Disposed,4,42.6550335,-74.4994517
3498,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Asbestos,2019,"Tompkins County, NY, USA","[42.4575747, -76.5488232]",2.62,Incoming,Disposed,4,42.4575747,-76.5488232
3499,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Asbestos,2019,"Ulster County, NY, USA","[41.8586493, -74.3118212]",342.78,Incoming,Disposed,4,41.8586493,-74.3118212
3500,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Asbestos,2019,"Washington County, NY, USA","[43.2519472, -73.37086959999999]",45.98,Incoming,Disposed,4,43.2519472,-73.3708696
3501,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,General C&D Debris,2019,"Albany, NY, USA","[42.6525793, -73.7562317]",8.72,Incoming,Disposed,4,42.6525793,-73.7562317
3502,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,General C&D Debris,2019,"Orange County, NY, USA","[41.3911653, -74.3118212]",34.97,Incoming,Disposed,4,41.3911653,-74.3118212
3503,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,General C&D Debris,2019,"Columbia County, NY, USA","[42.3678759, -73.55941279999999]",2.8,Incoming,Disposed,4,42.3678759,-73.5594128
3504,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,General C&D Debris,2019,"Colonie, NY, USA","[42.7236699, -73.77132]",1280.02,Incoming,Disposed,4,42.7236699,-73.77132
3505,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,General C&D Debris,2019,"Columbia County, NY, USA","[42.3678759, -73.55941279999999]",89.37,Incoming,Disposed,4,42.3678759,-73.5594128
3506,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,General C&D Debris,2019,"Colonie, NY 12205, USA","[42.7178558, -73.83345539999999]",5487.37,Incoming,Disposed,4,42.7178558,-73.8334554
3507,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,General C&D Debris,2019,"Dutchess County, NY, USA","[41.7784372, -73.7477857]",83.14,Incoming,Disposed,4,41.7784372,-73.7477857
3508,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,General C&D Debris,2019,"Rensselaer County, NY, USA","[42.673664, -73.55941279999999]",5.58,Incoming,Disposed,4,42.673664,-73.5594128
3509,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,General C&D Debris,2019,"Essex County, NY, USA","[44.0107408, -73.9507728]",48.87,Incoming,Disposed,4,44.0107408,-73.9507728
3510,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,General C&D Debris,2019,"Fulton County, NY, USA","[43.1118737, -74.4994517]",30.7,Incoming,Disposed,4,43.1118737,-74.4994517
3511,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,General C&D Debris,2019,"Greene County, NY, USA","[42.2957321, -74.12399599999999]",15.53,Incoming,Disposed,4,42.2957321,-74.123996
3512,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,General C&D Debris,2019,"Montgomery County, NY, USA","[42.915521, -74.4525627]",31.55,Incoming,Disposed,4,42.915521,-74.4525627
3513,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,General C&D Debris,2019,"Westchester County, NY, USA","[41.1220194, -73.7948516]",8.54,Incoming,Disposed,4,41.1220194,-73.7948516
3514,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,General C&D Debris,2019,"Rensselaer County, NY, USA","[42.673664, -73.55941279999999]",234.07,Incoming,Disposed,4,42.673664,-73.5594128
3515,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,General C&D Debris,2019,"Saratoga County, NY, USA","[43.0324245, -73.93598209999999]",724.28,Incoming,Disposed,4,43.0324245,-73.9359821
3516,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,General C&D Debris,2019,"Schenectady County, NY, USA","[42.8493445, -73.98300290000002]",330.71,Incoming,Disposed,4,42.8493445,-73.9830029
3517,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,General C&D Debris,2019,"Schoharie County, NY, USA","[42.65503349999999, -74.4994517]",126.67,Incoming,Disposed,4,42.6550335,-74.4994517
3518,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,General C&D Debris,2019,"Warren County, NY, USA","[43.6078891, -73.7477857]",21.57,Incoming,Disposed,4,43.6078891,-73.7477857
3519,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,General C&D Debris,2019,"Ulster County, NY, USA","[41.8586493, -74.3118212]",63.47,Incoming,Disposed,4,41.8586493,-74.3118212
3520,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,General C&D Debris,2019,"Washington County, NY, USA","[43.2519472, -73.37086959999999]",19.25,Incoming,Disposed,4,43.2519472,-73.3708696
3521,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Other,2019,"Albany, NY, USA","[42.6525793, -73.7562317]",21.68,Incoming,Disposed,4,42.6525793,-73.7562317
3522,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Other,2019,"Albany, NY, USA","[42.6525793, -73.7562317]",338.8,Incoming,Disposed,4,42.6525793,-73.7562317
3523,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Other,2019,"Dutchess County, NY, USA","[41.7784372, -73.7477857]",481.83,Incoming,Disposed,4,41.7784372,-73.7477857
3524,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Other,2019,"Ulster County, NY, USA","[41.8586493, -74.3118212]",42.46,Incoming,Disposed,4,41.8586493,-74.3118212
3525,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Other,2019,"Connecticut, USA","[41.6032207, -73.087749]",1573.78,Incoming,Disposed,4,41.6032207,-73.087749
3526,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Other,2019,"Albany, NY, USA","[42.6525793, -73.7562317]",1258.82,Incoming,Disposed,4,42.6525793,-73.7562317
3527,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Other,2019,"Colonie, NY 12205, USA","[42.7178558, -73.83345539999999]",79890.91,Incoming,Disposed,4,42.7178558,-73.8334554
3528,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Other,2019,"Dutchess County, NY, USA","[41.7784372, -73.7477857]",0.3,Incoming,Disposed,4,41.7784372,-73.7477857
3529,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Other,2019,"Rensselaer County, NY, USA","[42.673664, -73.55941279999999]",0.58,Incoming,Disposed,4,42.673664,-73.5594128
3530,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Other,2019,"Saratoga County, NY, USA","[43.0324245, -73.93598209999999]",44.21,Incoming,Disposed,4,43.0324245,-73.9359821
3531,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Other,2019,"Schenectady County, NY, USA","[42.8493445, -73.98300290000002]",72.75,Incoming,Disposed,4,42.8493445,-73.9830029
3532,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Other,2019,"Albany, NY, USA","[42.6525793, -73.7562317]",283.95,Incoming,Disposed,4,42.6525793,-73.7562317
3533,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Other,2019,"Albany, NY, USA","[42.6525793, -73.7562317]",3957.94,Incoming,Disposed,4,42.6525793,-73.7562317
3534,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Other,2019,"Greene County, NY, USA","[42.2957321, -74.12399599999999]",8.4,Incoming,Disposed,4,42.2957321,-74.123996
3535,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Other,2019,"Ulster County, NY, USA","[41.8586493, -74.3118212]",110.91,Incoming,Disposed,4,41.8586493,-74.3118212
3536,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Other,2019,"Schenectady County, NY, USA","[42.8493445, -73.98300290000002]",72.75,Incoming,Disposed,4,42.8493445,-73.9830029
3537,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Fill,2019,"Albany, NY, USA","[42.6525793, -73.7562317]",15.24,Incoming,BU,4,42.6525793,-73.7562317
3538,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Fill,2019,"Broome County, NY, USA","[42.1791865, -75.8533954]",13.36,Incoming,BU,4,42.1791865,-75.8533954
3539,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Fill,2019,"Albany, NY, USA","[42.6525793, -73.7562317]",5.98,Incoming,BU,4,42.6525793,-73.7562317
3540,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Fill,2019,"Albany, NY, USA","[42.6525793, -73.7562317]",399.24,Incoming,BU,4,42.6525793,-73.7562317
3541,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Fill,2019,"Dutchess County, NY, USA","[41.7784372, -73.7477857]",639.84,Incoming,BU,4,41.7784372,-73.7477857
3542,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Fill,2019,"Fulton County, NY, USA","[43.1118737, -74.4994517]",2000.44,Incoming,BU,4,43.1118737,-74.4994517
3543,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Fill,2019,"Greene County, NY, USA","[42.2957321, -74.12399599999999]",432.23,Incoming,BU,4,42.2957321,-74.123996
3544,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Fill,2019,"Orange County, NY, USA","[41.3911653, -74.3118212]",248.92,Incoming,BU,4,41.3911653,-74.3118212
3545,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Fill,2019,"Rensselaer County, NY, USA","[42.673664, -73.55941279999999]",50.03,Incoming,BU,4,42.673664,-73.5594128
3546,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Fill,2019,"Saratoga County, NY, USA","[43.0324245, -73.93598209999999]",2.79,Incoming,BU,4,43.0324245,-73.9359821
3547,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Fill,2019,"Schenectady County, NY, USA","[42.8493445, -73.98300290000002]",68.89,Incoming,BU,4,42.8493445,-73.9830029
3548,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Fill,2019,"Schoharie County, NY, USA","[42.65503349999999, -74.4994517]",6,Incoming,BU,4,42.6550335,-74.4994517
3549,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Fill,2019,"Ulster County, NY, USA","[41.8586493, -74.3118212]",1228.82,Incoming,BU,4,41.8586493,-74.3118212
3550,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Fill,2019,"Warren County, NY, USA","[43.6078891, -73.7477857]",47.03,Incoming,BU,4,43.6078891,-73.7477857
3551,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Other,2019,"Albany, NY, USA","[42.6525793, -73.7562317]",5764.05,Incoming,BU,4,42.6525793,-73.7562317
3552,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Fill,2019,City of Albany,"[42.706740078734825, -73.84973952027354]",15.24,Not Applicable,BU (Daily Cover),4,42.70674008,-73.84973952
3553,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Fill,2019,City of Albany,"[42.706740078734825, -73.84973952027354]",13.36,Not Applicable,BU (Daily Cover),4,42.70674008,-73.84973952
3554,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Fill,2019,City of Albany,"[42.706740078734825, -73.84973952027354]",5.98,Not Applicable,BU (Daily Cover),4,42.70674008,-73.84973952
3555,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Fill,2019,City of Albany,"[42.706740078734825, -73.84973952027354]",399.24,Not Applicable,BU (Daily Cover),4,42.70674008,-73.84973952
3556,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Fill,2019,City of Albany,"[42.706740078734825, -73.84973952027354]",639.84,Not Applicable,BU (Daily Cover),4,42.70674008,-73.84973952
3557,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Fill,2019,City of Albany,"[42.706740078734825, -73.84973952027354]",2000.44,Not Applicable,BU (Daily Cover),4,42.70674008,-73.84973952
3558,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Fill,2019,City of Albany,"[42.706740078734825, -73.84973952027354]",432.23,Not Applicable,BU (Daily Cover),4,42.70674008,-73.84973952
3559,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Fill,2019,City of Albany,"[42.706740078734825, -73.84973952027354]",248.92,Not Applicable,BU (Daily Cover),4,42.70674008,-73.84973952
3560,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Fill,2019,City of Albany,"[42.706740078734825, -73.84973952027354]",50.03,Not Applicable,BU (Daily Cover),4,42.70674008,-73.84973952
3561,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Fill,2019,City of Albany,"[42.706740078734825, -73.84973952027354]",2.79,Not Applicable,BU (Daily Cover),4,42.70674008,-73.84973952
3562,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Fill,2019,City of Albany,"[42.706740078734825, -73.84973952027354]",68.89,Not Applicable,BU (Daily Cover),4,42.70674008,-73.84973952
3563,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Fill,2019,City of Albany,"[42.706740078734825, -73.84973952027354]",6,Not Applicable,BU (Daily Cover),4,42.70674008,-73.84973952
3564,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Fill,2019,City of Albany,"[42.706740078734825, -73.84973952027354]",1228.82,Not Applicable,BU (Daily Cover),4,42.70674008,-73.84973952
3565,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Fill,2019,City of Albany,"[42.706740078734825, -73.84973952027354]",47.03,Not Applicable,BU (Daily Cover),4,42.70674008,-73.84973952
3566,[01S02],City of Albany,-73.84973952,42.70674008,Landfill,Other,2019,City of Albany,"[42.706740078734825, -73.84973952027354]",5764.05,Not Applicable,BU (Daily Cover),4,42.70674008,-73.84973952
3567,[50S08],Seneca Meadows LF,-76.84630399,42.92542444,Landfill,Asbestos,2020,"Albany, NY, USA","[42.6525793, -73.7562317]",1395,Incoming,Disposed,8,42.6525793,-73.7562317
3568,[50S08],Seneca Meadows LF,-76.84630399,42.92542444,Landfill,Asbestos,2020,"Cayuga County, NY, USA","[42.7655231, -76.5488232]",346,Incoming,Disposed,8,42.7655231,-76.5488232
3569,[50S08],Seneca Meadows LF,-76.84630399,42.92542444,Landfill,Asbestos,2020,"Chemung County, NY, USA","[42.1362071, -76.7798172]",3,Incoming,Disposed,8,42.1362071,-76.7798172
3570,[50S08],Seneca Meadows LF,-76.84630399,42.92542444,Landfill,Asbestos,2020,"Cortland County, NY, USA","[42.5440918, -75.9927652]",68,Incoming,Disposed,8,42.5440918,-75.9927652
3571,[50S08],Seneca Meadows LF,-76.84630399,42.92542444,Landfill,Asbestos,2020,"Delaware County, NY, USA","[42.2452081, -74.8741045]",46,Incoming,Disposed,8,42.2452081,-74.8741045
3572,[50S08],Seneca Meadows LF,-76.84630399,42.92542444,Landfill,Asbestos,2020,"Herkimer County, NY, USA","[43.1630587, -74.8741045]",68,Incoming,Disposed,8,43.1630587,-74.8741045
3573,[50S08],Seneca Meadows LF,-76.84630399,42.92542444,Landfill,Asbestos,2020,"Madison County, NY, USA","[42.98059749999999, -75.8069082]",42,Incoming,Disposed,8,42.9805975,-75.8069082
3574,[50S08],Seneca Meadows LF,-76.84630399,42.92542444,Landfill,Asbestos,2020,"Monroe County, NY, USA","[43.2841246, -77.7452081]",2,Incoming,Disposed,8,43.2841246,-77.7452081
3575,[50S08],Seneca Meadows LF,-76.84630399,42.92542444,Landfill,Asbestos,2020,"Montgomery County, NY, USA","[42.915521, -74.4525627]",126,Incoming,Disposed,8,42.915521,-74.4525627
3576,[50S08],Seneca Meadows LF,-76.84630399,42.92542444,Landfill,Asbestos,2020,"Oneonta, NY 13820, USA","[42.4528571, -75.0637746]",3,Incoming,Disposed,8,42.4528571,-75.0637746
3577,[50S08],Seneca Meadows LF,-76.84630399,42.92542444,Landfill,Asbestos,2020,"Onondaga County, NY, USA","[43.026819, -76.17837390000001]",3989,Incoming,Disposed,8,43.026819,-76.1783739
3578,[50S08],Seneca Meadows LF,-76.84630399,42.92542444,Landfill,Asbestos,2020,"Ontario County, NY, USA","[42.85098379999999, -77.2864879]",13,Incoming,Disposed,8,42.8509838,-77.2864879
3579,[50S08],Seneca Meadows LF,-76.84630399,42.92542444,Landfill,Asbestos,2020,"Otsego County, NY, USA","[42.5779779, -75.06111469999999]",246,Incoming,Disposed,8,42.5779779,-75.0611147
3580,[50S08],Seneca Meadows LF,-76.84630399,42.92542444,Landfill,Asbestos,2020,"Rensselaer County, NY, USA","[42.673664, -73.55941279999999]",204,Incoming,Disposed,8,42.673664,-73.5594128
3581,[50S08],Seneca Meadows LF,-76.84630399,42.92542444,Landfill,Asbestos,2020,"Saratoga County, NY, USA","[43.0324245, -73.93598209999999]",63,Incoming,Disposed,8,43.0324245,-73.9359821
3582,[50S08],Seneca Meadows LF,-76.84630399,42.92542444,Landfill,Asbestos,2020,"Schenectady County, NY, USA","[42.8493445, -73.98300290000002]",594,Incoming,Disposed,8,42.8493445,-73.9830029
3583,[50S08],Seneca Meadows LF,-76.84630399,42.92542444,Landfill,Asbestos,2020,"Schoharie County, NY, USA","[42.65503349999999, -74.4994517]",7,Incoming,Disposed,8,42.6550335,-74.4994517
3584,[50S08],Seneca Meadows LF,-76.84630399,42.92542444,Landfill,Asbestos,2020,"Seneca County, NY, USA","[42.7651891, -76.8720961]",14,Incoming,Disposed,8,42.7651891,-76.8720961
3585,[50S08],Seneca Meadows LF,-76.84630399,42.92542444,Landfill,Asbestos,2020,"Sullivan County, NY, USA","[41.6897493, -74.7805192]",219,Incoming,Disposed,8,41.6897493,-74.7805192
3586,[50S08],Seneca Meadows LF,-76.84630399,42.92542444,Landfill,Asbestos,2020,"Tompkins County, NY, USA","[42.4575747, -76.5488232]",1165,Incoming,Disposed,8,42.4575747,-76.5488232
3587,[50S08],Seneca Meadows LF,-76.84630399,42.92542444,Landfill,Asbestos,2020,"Ulster County, NY, USA","[41.8586493, -74.3118212]",53,Incoming,Disposed,8,41.8586493,-74.3118212
3588,[50S08],Seneca Meadows LF,-76.84630399,42.92542444,Landfill,Asbestos,2020,"Warren County, NY, USA","[43.6078891, -73.7477857]",96,Incoming,Disposed,8,43.6078891,-73.7477857
3589,[50S08],Seneca Meadows LF,-76.84630399,42.92542444,Landfill,Asbestos,2020,"Washington County, NY, USA","[43.2519472, -73.37086959999999]",16,Incoming,Disposed,8,43.2519472,-73.3708696
3590,[50S08],Seneca Meadows LF,-76.84630399,42.92542444,Landfill,Asbestos,2020,"Westchester County, NY, USA","[41.1220194, -73.7948516]",177,Incoming,Disposed,8,41.1220194,-73.7948516
3591,[50S08],Seneca Meadows LF,-76.84630399,42.92542444,Landfill,Asbestos,2020,Canada,"[56.130366, -106.346771]",119,Incoming,Disposed,8,56.130366,-106.346771
3592,[50S08],Seneca Meadows LF,-76.84630399,42.92542444,Landfill,Ash & Cement Alternatives,2020,"Jefferson County, NY, USA","[44.0607421, -75.9927652]",6617,Incoming,Disposed,8,44.0607421,-75.9927652
3593,[50S08],Seneca Meadows LF,-76.84630399,42.92542444,Landfill,Ash & Cement Alternatives,2020,"Onondaga County, NY, USA","[43.026819, -76.17837390000001]",2822,Incoming,Disposed,8,43.026819,-76.1783739
3594,[50S08],Seneca Meadows LF,-76.84630399,42.92542444,Landfill,General C&D Debris,2020,"Albany, NY, USA","[42.6525793, -73.7562317]",232,Incoming,Disposed,8,42.6525793,-73.7562317
3595,[50S08],Seneca Meadows LF,-76.84630399,42.92542444,Landfill,General C&D Debris,2020,"Bronx, NY, USA","[40.8447819, -73.8648268]",43633,Incoming,Disposed,8,40.8447819,-73.8648268
3596,[50S08],Seneca Meadows LF,-76.84630399,42.92542444,Landfill,General C&D Debris,2020,"Brooklyn, NY, USA","[40.6781784, -73.9441579]",2453,Incoming,Disposed,8,40.6781784,-73.9441579
3597,[50S08],Seneca Meadows LF,-76.84630399,42.92542444,Landfill,General C&D Debris,2020,"Cayuga County, NY, USA","[42.7655231, -76.5488232]",2537,Incoming,Disposed,8,42.7655231,-76.5488232
3598,[50S08],Seneca Meadows LF,-76.84630399,42.92542444,Landfill,General C&D Debris,2020,"Chemung County, NY, USA","[42.1362071, -76.7798172]",268,Incoming,Disposed,8,42.1362071,-76.7798172
3599,[50S08],Seneca Meadows LF,-76.84630399,42.92542444,Landfill,General C&D Debris,2020,"Erie County, NY, USA","[42.9023958, -78.8661589]",38,Incoming,Disposed,8,42.9023958,-78.8661589
3600,[50S08],Seneca Meadows LF,-76.84630399,42.92542444,Landfill,General C&D Debris,2020,"Monroe County, NY, USA","[43.2841246, -77.7452081]",46,Incoming,Disposed,8,43.2841246,-77.7452081
3601,[50S08],Seneca Meadows LF,-76.84630399,42.92542444,Landfill,General C&D Debris,2020,"Nassau County, NY, USA","[40.6546145, -73.55941279999999]",34,Incoming,Disposed,8,40.6546145,-73.5594128
